carnet,nombre,carrera,departamento,promedio
EST084548,Estudiante 84548,Administración,Santa Ana,6.33
EST084549,Estudiante 84549,Ingeniería Industrial,Santa Ana,5.78
EST084550,Estudiante 84550,Ingeniería Industrial,Sonsonate,9.63
EST084551,Estudiante 84551,Arquitectura,San Miguel,8.43
EST084552,Estudiante 84552,Arquitectura,La Libertad,5.85
EST084553,Estudiante 84553,Ingeniería Industrial,Sonsonate,8.89
EST084554,Estudiante 84554,Contaduría,La Libertad,6.82
EST084555,Estudiante 84555,Contaduría,Sonsonate,6.35
EST084556,Estudiante 84556,Contaduría,Santa Ana,9.67
EST084557,Estudiante 84557,Ingeniería en Sistemas,San Miguel,6.71
EST084558,Estudiante 84558,Contaduría,San Salvador,8.18
EST084559,Estudiante 84559,Arquitectura,Sonsonate,8.37
EST084560,Estudiante 84560,Contaduría,Sonsonate,9.64
EST084561,Estudiante 84561,Arquitectura,San Miguel,6.41
EST084562,Estudiante 84562,Administración,La Libertad,7.16
EST084563,Estudiante 84563,Ingeniería Industrial,San Miguel,6.89
EST084564,Estudiante 84564,Contaduría,San Miguel,6.89
EST084565,Estudiante 84565,Ingeniería Industrial,La Libertad,5.84
EST084566,Estudiante 84566,Ingeniería Industrial,Santa Ana,9.15
EST084567,Estudiante 84567,Ingeniería Industrial,Sonsonate,6.98
EST084568,Estudiante 84568,Ingeniería en Sistemas,San Miguel,5.28
EST084569,Estudiante 84569,Contaduría,San Miguel,5.33
EST084570,Estudiante 84570,Contaduría,La Libertad,7.18
EST084571,Estudiante 84571,Arquitectura,La Libertad,8.54
EST084572,Estudiante 84572,Administración,La Libertad,8.7
EST084573,Estudiante 84573,Arquitectura,La Libertad,7.43
EST084574,Estudiante 84574,Administración,Santa Ana,6.31
EST084575,Estudiante 84575,Ingeniería Industrial,San Miguel,6.44
EST084576,Estudiante 84576,Ingeniería Industrial,Sonsonate,8.41
EST084577,Estudiante 84577,Ingeniería en Sistemas,Santa Ana,6.98
EST084578,Estudiante 84578,Administración,Santa Ana,8.29
EST084579,Estudiante 84579,Ingeniería Industrial,San Miguel,6.57
EST084580,Estudiante 84580,Arquitectura,San Miguel,5.17
EST084581,Estudiante 84581,Contaduría,La Libertad,9.24
EST084582,Estudiante 84582,Ingeniería en Sistemas,San Miguel,9.24
EST084583,Estudiante 84583,Contaduría,San Salvador,7.19
EST084584,Estudiante 84584,Ingeniería Industrial,San Salvador,7.67
EST084585,Estudiante 84585,Ingeniería en Sistemas,Sonsonate,6.5
EST084586,Estudiante 84586,Ingeniería Industrial,Santa Ana,8.28
EST084587,Estudiante 84587,Ingeniería en Sistemas,Santa Ana,5.3
EST084588,Estudiante 84588,Ingeniería en Sistemas,San Salvador,7.3
EST084589,Estudiante 84589,Arquitectura,Santa Ana,5.42
EST084590,Estudiante 84590,Administración,La Libertad,7.43
EST084591,Estudiante 84591,Arquitectura,San Miguel,5.35
EST084592,Estudiante 84592,Arquitectura,San Miguel,8.79
EST084593,Estudiante 84593,Ingeniería Industrial,Santa Ana,8.05
EST084594,Estudiante 84594,Contaduría,La Libertad,9.12
EST084595,Estudiante 84595,Ingeniería en Sistemas,La Libertad,8.77
EST084596,Estudiante 84596,Ingeniería Industrial,Sonsonate,7.75
EST084597,Estudiante 84597,Ingeniería Industrial,Santa Ana,7.46
EST084598,Estudiante 84598,Contaduría,San Salvador,9.16
EST084599,Estudiante 84599,Arquitectura,La Libertad,8.39
EST084600,Estudiante 84600,Contaduría,Sonsonate,9.4
EST084601,Estudiante 84601,Ingeniería en Sistemas,La Libertad,7.76
EST084602,Estudiante 84602,Contaduría,San Miguel,8.04
EST084603,Estudiante 84603,Ingeniería en Sistemas,San Miguel,8.5
EST084604,Estudiante 84604,Arquitectura,Sonsonate,8.3
EST084605,Estudiante 84605,Administración,Santa Ana,6.85
EST084606,Estudiante 84606,Ingeniería en Sistemas,Sonsonate,7.39
EST084607,Estudiante 84607,Contaduría,San Salvador,7.83
EST084608,Estudiante 84608,Ingeniería Industrial,San Miguel,7.37
EST084609,Estudiante 84609,Arquitectura,San Salvador,9.22
EST084610,Estudiante 84610,Administración,Santa Ana,5.89
EST084611,Estudiante 84611,Ingeniería en Sistemas,Sonsonate,9.2
EST084612,Estudiante 84612,Ingeniería en Sistemas,Sonsonate,7.13
EST084613,Estudiante 84613,Ingeniería Industrial,San Miguel,7.88
EST084614,Estudiante 84614,Administración,Sonsonate,5.94
EST084615,Estudiante 84615,Contaduría,Sonsonate,7.64
EST084616,Estudiante 84616,Administración,La Libertad,7.78
EST084617,Estudiante 84617,Administración,Sonsonate,5.16
EST084618,Estudiante 84618,Ingeniería en Sistemas,Sonsonate,7.94
EST084619,Estudiante 84619,Ingeniería Industrial,San Salvador,7.11
EST084620,Estudiante 84620,Ingeniería Industrial,San Miguel,5.22
EST084621,Estudiante 84621,Arquitectura,San Miguel,7.31
EST084622,Estudiante 84622,Arquitectura,San Salvador,7.26
EST084623,Estudiante 84623,Arquitectura,La Libertad,6.77
EST084624,Estudiante 84624,Contaduría,Sonsonate,6.63
EST084625,Estudiante 84625,Ingeniería Industrial,San Salvador,5.03
EST084626,Estudiante 84626,Administración,San Salvador,7.22
EST084627,Estudiante 84627,Ingeniería Industrial,Sonsonate,9.94
EST084628,Estudiante 84628,Ingeniería en Sistemas,Sonsonate,9.59
EST084629,Estudiante 84629,Ingeniería Industrial,San Salvador,9.44
EST084630,Estudiante 84630,Arquitectura,Santa Ana,8.95
EST084631,Estudiante 84631,Administración,San Miguel,8.36
EST084632,Estudiante 84632,Arquitectura,San Salvador,7.8
EST084633,Estudiante 84633,Ingeniería Industrial,La Libertad,9.27
EST084634,Estudiante 84634,Arquitectura,La Libertad,5.14
EST084635,Estudiante 84635,Ingeniería Industrial,San Miguel,8.72
EST084636,Estudiante 84636,Administración,Santa Ana,9.84
EST084637,Estudiante 84637,Ingeniería Industrial,San Miguel,5.18
EST084638,Estudiante 84638,Contaduría,Santa Ana,5.11
EST084639,Estudiante 84639,Ingeniería en Sistemas,San Miguel,7.73
EST084640,Estudiante 84640,Ingeniería en Sistemas,Santa Ana,8.76
EST084641,Estudiante 84641,Administración,San Miguel,9.19
EST084642,Estudiante 84642,Ingeniería Industrial,La Libertad,9.2
EST084643,Estudiante 84643,Ingeniería Industrial,Santa Ana,9.92
EST084644,Estudiante 84644,Ingeniería Industrial,San Miguel,9.94
EST084645,Estudiante 84645,Ingeniería Industrial,San Miguel,8.53
EST084646,Estudiante 84646,Arquitectura,Santa Ana,5.75
EST084647,Estudiante 84647,Ingeniería Industrial,San Salvador,9.26
EST084648,Estudiante 84648,Administración,San Miguel,7.87
EST084649,Estudiante 84649,Arquitectura,La Libertad,7.86
EST084650,Estudiante 84650,Contaduría,Sonsonate,9.63
EST084651,Estudiante 84651,Ingeniería Industrial,Santa Ana,6.08
EST084652,Estudiante 84652,Ingeniería en Sistemas,San Miguel,8.86
EST084653,Estudiante 84653,Administración,La Libertad,8.94
EST084654,Estudiante 84654,Administración,San Salvador,6.54
EST084655,Estudiante 84655,Ingeniería en Sistemas,San Miguel,7.82
EST084656,Estudiante 84656,Contaduría,San Salvador,6.1
EST084657,Estudiante 84657,Ingeniería en Sistemas,Santa Ana,6.77
EST084658,Estudiante 84658,Ingeniería en Sistemas,La Libertad,6.58
EST084659,Estudiante 84659,Administración,San Miguel,5.18
EST084660,Estudiante 84660,Ingeniería en Sistemas,Sonsonate,5.45
EST084661,Estudiante 84661,Arquitectura,Santa Ana,7.71
EST084662,Estudiante 84662,Contaduría,San Salvador,6.32
EST084663,Estudiante 84663,Contaduría,Sonsonate,9.35
EST084664,Estudiante 84664,Administración,Santa Ana,6.91
EST084665,Estudiante 84665,Administración,San Salvador,8.03
EST084666,Estudiante 84666,Ingeniería en Sistemas,La Libertad,8.69
EST084667,Estudiante 84667,Ingeniería en Sistemas,San Miguel,5.26
EST084668,Estudiante 84668,Administración,San Salvador,9.34
EST084669,Estudiante 84669,Administración,La Libertad,9.09
EST084670,Estudiante 84670,Arquitectura,San Salvador,6.12
EST084671,Estudiante 84671,Arquitectura,Santa Ana,9.72
EST084672,Estudiante 84672,Administración,La Libertad,6.28
EST084673,Estudiante 84673,Ingeniería en Sistemas,San Miguel,7.93
EST084674,Estudiante 84674,Contaduría,San Miguel,9.67
EST084675,Estudiante 84675,Ingeniería Industrial,San Salvador,6.58
EST084676,Estudiante 84676,Contaduría,San Salvador,6.85
EST084677,Estudiante 84677,Ingeniería en Sistemas,San Miguel,9.28
EST084678,Estudiante 84678,Ingeniería en Sistemas,San Miguel,6.89
EST084679,Estudiante 84679,Ingeniería Industrial,La Libertad,8.72
EST084680,Estudiante 84680,Contaduría,Santa Ana,7.53
EST084681,Estudiante 84681,Ingeniería en Sistemas,San Salvador,8.18
EST084682,Estudiante 84682,Contaduría,San Miguel,5.14
EST084683,Estudiante 84683,Ingeniería en Sistemas,Santa Ana,7.11
EST084684,Estudiante 84684,Administración,Sonsonate,9.07
EST084685,Estudiante 84685,Arquitectura,San Salvador,7.96
EST084686,Estudiante 84686,Ingeniería Industrial,La Libertad,9.9
EST084687,Estudiante 84687,Ingeniería en Sistemas,San Miguel,7.63
EST084688,Estudiante 84688,Administración,La Libertad,6.5
EST084689,Estudiante 84689,Contaduría,La Libertad,6.37
EST084690,Estudiante 84690,Contaduría,Sonsonate,9.52
EST084691,Estudiante 84691,Ingeniería en Sistemas,San Salvador,5.44
EST084692,Estudiante 84692,Contaduría,La Libertad,6.37
EST084693,Estudiante 84693,Administración,Sonsonate,5.15
EST084694,Estudiante 84694,Ingeniería Industrial,Sonsonate,8.54
EST084695,Estudiante 84695,Contaduría,Santa Ana,8.43
EST084696,Estudiante 84696,Administración,San Miguel,9.52
EST084697,Estudiante 84697,Administración,Santa Ana,7.05
EST084698,Estudiante 84698,Ingeniería Industrial,La Libertad,8.97
EST084699,Estudiante 84699,Ingeniería en Sistemas,Sonsonate,7.89
EST084700,Estudiante 84700,Ingeniería Industrial,Sonsonate,8.91
EST084701,Estudiante 84701,Ingeniería en Sistemas,Sonsonate,7.03
EST084702,Estudiante 84702,Ingeniería Industrial,San Salvador,8.29
EST084703,Estudiante 84703,Arquitectura,San Salvador,9.62
EST084704,Estudiante 84704,Administración,San Miguel,5.15
EST084705,Estudiante 84705,Ingeniería Industrial,San Salvador,7.12
EST084706,Estudiante 84706,Arquitectura,San Miguel,8.65
EST084707,Estudiante 84707,Ingeniería en Sistemas,La Libertad,8.68
EST084708,Estudiante 84708,Administración,San Miguel,6.23
EST084709,Estudiante 84709,Contaduría,Santa Ana,9.07
EST084710,Estudiante 84710,Contaduría,Santa Ana,5.53
EST084711,Estudiante 84711,Contaduría,La Libertad,6.88
EST084712,Estudiante 84712,Ingeniería Industrial,San Miguel,9.89
EST084713,Estudiante 84713,Ingeniería en Sistemas,Santa Ana,7.78
EST084714,Estudiante 84714,Ingeniería en Sistemas,Santa Ana,7.01
EST084715,Estudiante 84715,Ingeniería en Sistemas,Santa Ana,8.56
EST084716,Estudiante 84716,Administración,Sonsonate,7.5
EST084717,Estudiante 84717,Contaduría,Sonsonate,5.23
EST084718,Estudiante 84718,Contaduría,Sonsonate,7.58
EST084719,Estudiante 84719,Arquitectura,San Miguel,9.25
EST084720,Estudiante 84720,Contaduría,Sonsonate,5.58
EST084721,Estudiante 84721,Arquitectura,Santa Ana,5.14
EST084722,Estudiante 84722,Ingeniería Industrial,La Libertad,7.54
EST084723,Estudiante 84723,Administración,San Salvador,5.04
EST084724,Estudiante 84724,Contaduría,Santa Ana,7.38
EST084725,Estudiante 84725,Contaduría,Santa Ana,6.5
EST084726,Estudiante 84726,Administración,San Salvador,5.03
EST084727,Estudiante 84727,Administración,San Miguel,6.86
EST084728,Estudiante 84728,Ingeniería Industrial,La Libertad,9.58
EST084729,Estudiante 84729,Contaduría,La Libertad,7.85
EST084730,Estudiante 84730,Administración,Santa Ana,8.43
EST084731,Estudiante 84731,Arquitectura,La Libertad,6.44
EST084732,Estudiante 84732,Ingeniería Industrial,Santa Ana,5.74
EST084733,Estudiante 84733,Ingeniería Industrial,Sonsonate,7.89
EST084734,Estudiante 84734,Administración,San Salvador,8.41
EST084735,Estudiante 84735,Arquitectura,San Miguel,9.26
EST084736,Estudiante 84736,Administración,Sonsonate,7.07
EST084737,Estudiante 84737,Ingeniería Industrial,San Salvador,7.1
EST084738,Estudiante 84738,Administración,Sonsonate,7.93
EST084739,Estudiante 84739,Arquitectura,La Libertad,9.19
EST084740,Estudiante 84740,Contaduría,San Salvador,6.97
EST084741,Estudiante 84741,Ingeniería Industrial,Sonsonate,6.17
EST084742,Estudiante 84742,Ingeniería en Sistemas,La Libertad,7.73
EST084743,Estudiante 84743,Contaduría,La Libertad,9.46
EST084744,Estudiante 84744,Ingeniería en Sistemas,San Salvador,8.89
EST084745,Estudiante 84745,Ingeniería en Sistemas,San Salvador,9.4
EST084746,Estudiante 84746,Administración,San Salvador,9.73
EST084747,Estudiante 84747,Arquitectura,San Salvador,6.43
EST084748,Estudiante 84748,Administración,Santa Ana,6.2
EST084749,Estudiante 84749,Contaduría,Sonsonate,6.33
EST084750,Estudiante 84750,Arquitectura,San Salvador,8.15
EST084751,Estudiante 84751,Arquitectura,San Salvador,9.91
EST084752,Estudiante 84752,Administración,San Salvador,7.46
EST084753,Estudiante 84753,Ingeniería en Sistemas,San Miguel,5.1
EST084754,Estudiante 84754,Ingeniería en Sistemas,Sonsonate,9.03
EST084755,Estudiante 84755,Arquitectura,San Miguel,5.9
EST084756,Estudiante 84756,Administración,San Salvador,8.73
EST084757,Estudiante 84757,Administración,La Libertad,9.93
EST084758,Estudiante 84758,Administración,La Libertad,6.44
EST084759,Estudiante 84759,Contaduría,San Salvador,7.32
EST084760,Estudiante 84760,Ingeniería Industrial,San Miguel,9.65
EST084761,Estudiante 84761,Ingeniería en Sistemas,Santa Ana,7.95
EST084762,Estudiante 84762,Ingeniería Industrial,La Libertad,7.15
EST084763,Estudiante 84763,Administración,San Miguel,5.79
EST084764,Estudiante 84764,Ingeniería en Sistemas,Santa Ana,7.2
EST084765,Estudiante 84765,Ingeniería Industrial,Sonsonate,9.35
EST084766,Estudiante 84766,Contaduría,San Salvador,5.11
EST084767,Estudiante 84767,Ingeniería Industrial,Sonsonate,7.87
EST084768,Estudiante 84768,Ingeniería en Sistemas,San Salvador,8.24
EST084769,Estudiante 84769,Ingeniería en Sistemas,La Libertad,6.27
EST084770,Estudiante 84770,Ingeniería Industrial,Sonsonate,8.18
EST084771,Estudiante 84771,Ingeniería Industrial,San Miguel,9.3
EST084772,Estudiante 84772,Contaduría,San Miguel,7.04
EST084773,Estudiante 84773,Contaduría,La Libertad,6.07
EST084774,Estudiante 84774,Administración,San Miguel,7.99
EST084775,Estudiante 84775,Ingeniería en Sistemas,La Libertad,5.09
EST084776,Estudiante 84776,Administración,San Miguel,8.89
EST084777,Estudiante 84777,Contaduría,San Miguel,7.9
EST084778,Estudiante 84778,Contaduría,San Salvador,7.82
EST084779,Estudiante 84779,Ingeniería en Sistemas,La Libertad,7.24
EST084780,Estudiante 84780,Administración,San Miguel,7.46
EST084781,Estudiante 84781,Administración,La Libertad,9.01
EST084782,Estudiante 84782,Arquitectura,La Libertad,7.59
EST084783,Estudiante 84783,Contaduría,Sonsonate,5.01
EST084784,Estudiante 84784,Ingeniería Industrial,La Libertad,5.05
EST084785,Estudiante 84785,Ingeniería en Sistemas,Santa Ana,8.0
EST084786,Estudiante 84786,Administración,Santa Ana,6.47
EST084787,Estudiante 84787,Ingeniería Industrial,San Miguel,9.22
EST084788,Estudiante 84788,Ingeniería Industrial,San Salvador,9.98
EST084789,Estudiante 84789,Arquitectura,San Miguel,9.95
EST084790,Estudiante 84790,Contaduría,Santa Ana,7.4
EST084791,Estudiante 84791,Ingeniería en Sistemas,San Miguel,5.95
EST084792,Estudiante 84792,Arquitectura,San Salvador,9.45
EST084793,Estudiante 84793,Contaduría,San Miguel,8.04
EST084794,Estudiante 84794,Ingeniería Industrial,Sonsonate,8.82
EST084795,Estudiante 84795,Arquitectura,San Miguel,6.61
EST084796,Estudiante 84796,Administración,Sonsonate,6.43
EST084797,Estudiante 84797,Ingeniería en Sistemas,San Salvador,8.42
EST084798,Estudiante 84798,Contaduría,San Salvador,7.25
EST084799,Estudiante 84799,Administración,San Salvador,7.94
EST084800,Estudiante 84800,Arquitectura,Sonsonate,9.87
EST084801,Estudiante 84801,Administración,San Salvador,7.51
EST084802,Estudiante 84802,Contaduría,Sonsonate,6.26
EST084803,Estudiante 84803,Contaduría,Santa Ana,5.43
EST084804,Estudiante 84804,Arquitectura,San Salvador,8.73
EST084805,Estudiante 84805,Ingeniería Industrial,San Miguel,9.34
EST084806,Estudiante 84806,Arquitectura,San Salvador,8.16
EST084807,Estudiante 84807,Ingeniería Industrial,Santa Ana,8.88
EST084808,Estudiante 84808,Ingeniería en Sistemas,Santa Ana,9.84
EST084809,Estudiante 84809,Contaduría,San Salvador,8.81
EST084810,Estudiante 84810,Contaduría,La Libertad,8.16
EST084811,Estudiante 84811,Arquitectura,La Libertad,9.9
EST084812,Estudiante 84812,Administración,Sonsonate,9.6
EST084813,Estudiante 84813,Ingeniería en Sistemas,Sonsonate,7.94
EST084814,Estudiante 84814,Arquitectura,Santa Ana,8.82
EST084815,Estudiante 84815,Ingeniería Industrial,La Libertad,8.74
EST084816,Estudiante 84816,Ingeniería en Sistemas,Sonsonate,8.99
EST084817,Estudiante 84817,Contaduría,La Libertad,5.13
EST084818,Estudiante 84818,Ingeniería Industrial,San Salvador,9.67
EST084819,Estudiante 84819,Ingeniería en Sistemas,San Salvador,6.71
EST084820,Estudiante 84820,Ingeniería Industrial,San Miguel,5.42
EST084821,Estudiante 84821,Administración,Sonsonate,7.14
EST084822,Estudiante 84822,Ingeniería Industrial,San Miguel,5.25
EST084823,Estudiante 84823,Administración,Sonsonate,7.76
EST084824,Estudiante 84824,Contaduría,San Salvador,8.87
EST084825,Estudiante 84825,Administración,Sonsonate,7.49
EST084826,Estudiante 84826,Contaduría,San Salvador,6.26
EST084827,Estudiante 84827,Contaduría,San Miguel,6.61
EST084828,Estudiante 84828,Administración,Sonsonate,8.45
EST084829,Estudiante 84829,Arquitectura,Sonsonate,8.84
EST084830,Estudiante 84830,Ingeniería Industrial,San Salvador,9.2
EST084831,Estudiante 84831,Contaduría,San Salvador,7.89
EST084832,Estudiante 84832,Ingeniería Industrial,Sonsonate,9.45
EST084833,Estudiante 84833,Ingeniería Industrial,Santa Ana,8.79
EST084834,Estudiante 84834,Administración,San Miguel,6.28
EST084835,Estudiante 84835,Contaduría,San Miguel,6.39
EST084836,Estudiante 84836,Ingeniería Industrial,La Libertad,5.28
EST084837,Estudiante 84837,Ingeniería Industrial,Santa Ana,6.31
EST084838,Estudiante 84838,Administración,San Salvador,8.85
EST084839,Estudiante 84839,Contaduría,Santa Ana,6.19
EST084840,Estudiante 84840,Administración,Santa Ana,9.69
EST084841,Estudiante 84841,Ingeniería Industrial,Sonsonate,8.79
EST084842,Estudiante 84842,Administración,La Libertad,6.89
EST084843,Estudiante 84843,Contaduría,San Miguel,8.68
EST084844,Estudiante 84844,Ingeniería en Sistemas,La Libertad,9.2
EST084845,Estudiante 84845,Ingeniería Industrial,San Miguel,5.63
EST084846,Estudiante 84846,Contaduría,Sonsonate,6.54
EST084847,Estudiante 84847,Arquitectura,San Salvador,7.37
EST084848,Estudiante 84848,Ingeniería Industrial,San Miguel,5.73
EST084849,Estudiante 84849,Contaduría,Sonsonate,5.67
EST084850,Estudiante 84850,Administración,Sonsonate,9.37
EST084851,Estudiante 84851,Ingeniería Industrial,La Libertad,6.22
EST084852,Estudiante 84852,Ingeniería Industrial,San Miguel,5.04
EST084853,Estudiante 84853,Administración,Santa Ana,8.11
EST084854,Estudiante 84854,Arquitectura,Santa Ana,6.8
EST084855,Estudiante 84855,Ingeniería en Sistemas,La Libertad,9.86
EST084856,Estudiante 84856,Contaduría,San Salvador,6.99
EST084857,Estudiante 84857,Ingeniería en Sistemas,Sonsonate,8.17
EST084858,Estudiante 84858,Ingeniería Industrial,San Salvador,7.7
EST084859,Estudiante 84859,Contaduría,Santa Ana,7.27
EST084860,Estudiante 84860,Arquitectura,San Miguel,9.42
EST084861,Estudiante 84861,Administración,San Salvador,8.96
EST084862,Estudiante 84862,Arquitectura,San Miguel,9.09
EST084863,Estudiante 84863,Ingeniería Industrial,San Salvador,8.85
EST084864,Estudiante 84864,Arquitectura,San Miguel,6.48
EST084865,Estudiante 84865,Contaduría,San Salvador,7.7
EST084866,Estudiante 84866,Ingeniería en Sistemas,San Salvador,5.91
EST084867,Estudiante 84867,Administración,San Salvador,6.27
EST084868,Estudiante 84868,Arquitectura,Sonsonate,9.02
EST084869,Estudiante 84869,Contaduría,La Libertad,8.5
EST084870,Estudiante 84870,Arquitectura,Sonsonate,5.8
EST084871,Estudiante 84871,Arquitectura,San Miguel,6.72
EST084872,Estudiante 84872,Arquitectura,San Miguel,9.27
EST084873,Estudiante 84873,Arquitectura,La Libertad,8.5
EST084874,Estudiante 84874,Ingeniería en Sistemas,San Miguel,9.85
EST084875,Estudiante 84875,Ingeniería en Sistemas,San Salvador,7.27
EST084876,Estudiante 84876,Ingeniería en Sistemas,San Salvador,6.87
EST084877,Estudiante 84877,Ingeniería Industrial,San Miguel,8.55
EST084878,Estudiante 84878,Arquitectura,Sonsonate,7.07
EST084879,Estudiante 84879,Ingeniería Industrial,San Salvador,9.87
EST084880,Estudiante 84880,Ingeniería Industrial,La Libertad,9.43
EST084881,Estudiante 84881,Ingeniería en Sistemas,San Miguel,6.23
EST084882,Estudiante 84882,Administración,San Salvador,9.04
EST084883,Estudiante 84883,Administración,Santa Ana,8.44
EST084884,Estudiante 84884,Ingeniería Industrial,Sonsonate,5.74
EST084885,Estudiante 84885,Ingeniería en Sistemas,Santa Ana,5.88
EST084886,Estudiante 84886,Arquitectura,San Miguel,6.23
EST084887,Estudiante 84887,Ingeniería en Sistemas,San Miguel,5.78
EST084888,Estudiante 84888,Contaduría,Sonsonate,6.76
EST084889,Estudiante 84889,Contaduría,Santa Ana,9.71
EST084890,Estudiante 84890,Ingeniería en Sistemas,San Salvador,5.84
EST084891,Estudiante 84891,Ingeniería en Sistemas,Sonsonate,8.98
EST084892,Estudiante 84892,Administración,San Salvador,7.8
EST084893,Estudiante 84893,Administración,San Miguel,6.16
EST084894,Estudiante 84894,Ingeniería Industrial,Sonsonate,8.94
EST084895,Estudiante 84895,Administración,La Libertad,6.99
EST084896,Estudiante 84896,Ingeniería en Sistemas,San Miguel,7.01
EST084897,Estudiante 84897,Arquitectura,Sonsonate,8.09
EST084898,Estudiante 84898,Arquitectura,Sonsonate,7.57
EST084899,Estudiante 84899,Contaduría,La Libertad,6.07
EST084900,Estudiante 84900,Ingeniería Industrial,Sonsonate,7.83
EST084901,Estudiante 84901,Ingeniería Industrial,San Salvador,9.78
EST084902,Estudiante 84902,Contaduría,Santa Ana,8.53
EST084903,Estudiante 84903,Administración,Sonsonate,8.11
EST084904,Estudiante 84904,Ingeniería en Sistemas,Sonsonate,5.54
EST084905,Estudiante 84905,Contaduría,San Miguel,8.66
EST084906,Estudiante 84906,Administración,Sonsonate,5.3
EST084907,Estudiante 84907,Administración,San Salvador,7.95
EST084908,Estudiante 84908,Ingeniería en Sistemas,La Libertad,8.14
EST084909,Estudiante 84909,Arquitectura,Sonsonate,7.71
EST084910,Estudiante 84910,Administración,San Salvador,7.19
EST084911,Estudiante 84911,Administración,San Salvador,7.74
EST084912,Estudiante 84912,Ingeniería en Sistemas,Santa Ana,7.92
EST084913,Estudiante 84913,Arquitectura,San Miguel,6.49
EST084914,Estudiante 84914,Arquitectura,San Miguel,9.91
EST084915,Estudiante 84915,Contaduría,Sonsonate,5.03
EST084916,Estudiante 84916,Arquitectura,San Miguel,6.96
EST084917,Estudiante 84917,Ingeniería Industrial,San Miguel,6.18
EST084918,Estudiante 84918,Ingeniería Industrial,Sonsonate,5.4
EST084919,Estudiante 84919,Administración,San Miguel,6.54
EST084920,Estudiante 84920,Contaduría,San Salvador,9.69
EST084921,Estudiante 84921,Administración,San Miguel,8.83
EST084922,Estudiante 84922,Ingeniería Industrial,San Miguel,8.35
EST084923,Estudiante 84923,Contaduría,San Salvador,6.04
EST084924,Estudiante 84924,Arquitectura,San Miguel,8.46
EST084925,Estudiante 84925,Contaduría,La Libertad,7.98
EST084926,Estudiante 84926,Administración,San Miguel,6.74
EST084927,Estudiante 84927,Ingeniería Industrial,Sonsonate,9.59
EST084928,Estudiante 84928,Contaduría,San Miguel,8.7
EST084929,Estudiante 84929,Arquitectura,San Salvador,8.31
EST084930,Estudiante 84930,Contaduría,Sonsonate,7.69
EST084931,Estudiante 84931,Administración,Sonsonate,7.28
EST084932,Estudiante 84932,Contaduría,San Miguel,8.51
EST084933,Estudiante 84933,Arquitectura,San Miguel,7.75
EST084934,Estudiante 84934,Ingeniería en Sistemas,La Libertad,7.34
EST084935,Estudiante 84935,Administración,La Libertad,5.43
EST084936,Estudiante 84936,Ingeniería en Sistemas,La Libertad,5.14
EST084937,Estudiante 84937,Contaduría,Santa Ana,9.38
EST084938,Estudiante 84938,Administración,San Miguel,9.18
EST084939,Estudiante 84939,Arquitectura,San Salvador,6.65
EST084940,Estudiante 84940,Ingeniería Industrial,San Salvador,5.08
EST084941,Estudiante 84941,Ingeniería Industrial,La Libertad,9.3
EST084942,Estudiante 84942,Administración,San Miguel,6.66
EST084943,Estudiante 84943,Ingeniería Industrial,Santa Ana,9.59
EST084944,Estudiante 84944,Contaduría,La Libertad,7.32
EST084945,Estudiante 84945,Arquitectura,La Libertad,7.79
EST084946,Estudiante 84946,Arquitectura,Sonsonate,8.66
EST084947,Estudiante 84947,Administración,San Salvador,5.52
EST084948,Estudiante 84948,Administración,San Salvador,9.48
EST084949,Estudiante 84949,Contaduría,Sonsonate,9.43
EST084950,Estudiante 84950,Ingeniería Industrial,San Miguel,7.32
EST084951,Estudiante 84951,Contaduría,San Salvador,8.79
EST084952,Estudiante 84952,Contaduría,Santa Ana,6.92
EST084953,Estudiante 84953,Ingeniería en Sistemas,La Libertad,9.05
EST084954,Estudiante 84954,Ingeniería en Sistemas,San Salvador,9.52
EST084955,Estudiante 84955,Administración,San Salvador,7.91
EST084956,Estudiante 84956,Contaduría,La Libertad,5.36
EST084957,Estudiante 84957,Contaduría,La Libertad,7.96
EST084958,Estudiante 84958,Arquitectura,Sonsonate,7.4
EST084959,Estudiante 84959,Ingeniería Industrial,San Salvador,9.88
EST084960,Estudiante 84960,Ingeniería en Sistemas,La Libertad,7.42
EST084961,Estudiante 84961,Arquitectura,San Miguel,9.38
EST084962,Estudiante 84962,Administración,Sonsonate,8.63
EST084963,Estudiante 84963,Contaduría,San Salvador,6.91
EST084964,Estudiante 84964,Administración,San Salvador,6.92
EST084965,Estudiante 84965,Administración,Santa Ana,8.92
EST084966,Estudiante 84966,Contaduría,La Libertad,8.54
EST084967,Estudiante 84967,Administración,La Libertad,7.74
EST084968,Estudiante 84968,Arquitectura,Santa Ana,7.9
EST084969,Estudiante 84969,Ingeniería en Sistemas,San Salvador,6.18
EST084970,Estudiante 84970,Contaduría,Sonsonate,8.32
EST084971,Estudiante 84971,Ingeniería Industrial,La Libertad,5.52
EST084972,Estudiante 84972,Ingeniería Industrial,La Libertad,9.16
EST084973,Estudiante 84973,Contaduría,Santa Ana,6.42
EST084974,Estudiante 84974,Administración,San Miguel,7.53
EST084975,Estudiante 84975,Ingeniería en Sistemas,San Miguel,6.59
EST084976,Estudiante 84976,Administración,La Libertad,8.53
EST084977,Estudiante 84977,Arquitectura,La Libertad,8.59
EST084978,Estudiante 84978,Administración,La Libertad,9.29
